dividend_id,stock_symbol,announcement_date,ex_dividend_date,record_date,payment_date,dividend_per_share,source_of_dividend
308,HMPRO,18/04/2014,18/04/2014,21/04/2014,08/05/2014,0.02,
309,HMPRO,28/10/2013,28/10/2013,29/10/2013,15/11/2013,0.02,
310,HMPRO,12/04/2013,12/04/2013,15/04/2013,30/04/2013,0.02,
311,HMPRO,12/10/2012,12/10/2012,15/10/2012,30/10/2012,0.02,
312,HMPRO,17/04/2012,17/04/2012,18/04/2012,27/04/2012,0.15,
313,HMPRO,07/10/2011,07/10/2011,10/10/2011,27/10/2011,0.02,
314,HMPRO,12/04/2011,12/04/2011,13/04/2011,29/04/2011,0.02,
315,HMPRO,12/10/2010,12/10/2010,13/10/2010,29/10/2010,0.02,
316,HMPRO,12/04/2010,12/04/2010,13/04/2010,30/04/2010,0.16,
317,HMPRO,12/10/2009,12/10/2009,13/10/2009,27/10/2009,0.10,
318,HMPRO,16/04/2009,16/04/2009,17/04/2009,28/04/2009,0.35,
319,HMPRO,18/04/2008,18/04/2008,21/04/2008,08/05/2008,0.18,
320,HMPRO,12/03/2007,12/03/2007,13/03/2007,27/04/2007,0.12,
321,HMPRO,10/03/2006,10/03/2006,13/03/2006,20/04/2006,0.20,
322,HMPRO,25/03/2005,25/03/2005,28/03/2005,28/04/2005,0.18,
323,HMPRO,16/03/2004,16/03/2004,17/03/2004,28/04/2004,0.12,
324,HMPRO,02/04/2003,02/04/2003,03/04/2003,16/05/2003,0.06,
325,CPF,29/08/2025,29/08/2025,01/09/2025,12/09/2025,1.00,กำไรสุทธิ
326,CPF,08/05/2025,08/05/2025,09/05/2025,23/05/2025,0.55,กำไรสุทธิ
327,CPF,29/08/2024,29/08/2024,30/08/2024,13/09/2024,0.45,กำไรสุทธิ
328,CPF,08/05/2023,08/05/2023,09/05/2023,25/05/2023,0.35,กำไรสุทธิ
329,CPF,30/08/2022,30/08/2022,31/08/2022,14/09/2022,0.40,กำไรสุทธิ
330,CPF,05/05/2022,05/05/2022,06/05/2022,25/05/2022,0.25,กำไรสุทธิ
331,CPF,30/08/2021,30/08/2021,31/08/2021,10/09/2021,0.40,กำไรสุทธิ
332,CPF,17/05/2021,17/05/2021,18/05/2021,28/05/2021,0.60,กำไรสุทธิ
333,CPF,28/08/2020,28/08/2020,31/08/2020,11/09/2020,0.40,กำไรสุทธิ
334,CPF,15/04/2020,15/04/2020,16/04/2020,30/04/2020,0.40,กำไรสุทธิ
335,CPF,28/08/2019,28/08/2019,29/08/2019,12/09/2019,0.30,
336,CPF,07/05/2019,07/05/2019,08/05/2019,23/05/2019,0.30,
337,CPF,28/08/2018,28/08/2018,29/08/2018,07/09/2018,0.35,
338,CPF,03/05/2018,03/05/2018,04/05/2018,23/05/2018,0.25,
339,CPF,25/08/2017,25/08/2017,28/08/2017,08/09/2017,0.50,
340,CPF,04/05/2017,04/05/2017,05/05/2017,24/05/2017,0.45,
341,CPF,23/08/2016,23/08/2016,24/08/2016,08/09/2016,0.50,
342,CPF,28/04/2016,28/04/2016,29/04/2016,19/05/2016,0.45,
343,CPF,25/08/2015,25/08/2015,26/08/2015,10/09/2015,0.30,
344,CPF,28/04/2015,28/04/2015,29/04/2015,21/05/2015,0.45,
345,CPF,26/08/2014,26/08/2014,27/08/2014,12/09/2014,0.30,
346,CPF,06/05/2014,06/05/2014,07/05/2014,23/05/2014,0.25,
347,CPF,21/08/2013,21/08/2013,22/08/2013,06/09/2013,0.25,
348,CPF,03/05/2013,03/05/2013,06/05/2013,23/05/2013,0.50,
349,CPF,22/08/2012,22/08/2012,23/08/2012,07/09/2012,0.60,
350,CPF,10/05/2012,10/05/2012,11/05/2012,24/05/2012,0.60,
351,CPF,22/08/2011,22/08/2011,23/08/2011,09/09/2011,0.60,
352,CPF,28/04/2011,28/04/2011,29/04/2011,19/05/2011,0.55,
353,CPF,23/08/2010,23/08/2010,24/08/2010,10/09/2010,0.50,
354,CPF,29/04/2010,29/04/2010,30/04/2010,20/05/2010,0.50,
355,CPF,20/08/2009,20/08/2009,21/08/2009,04/09/2009,0.23,
356,CPF,30/03/2009,30/03/2009,31/03/2009,21/05/2009,0.11,
357,CPF,25/08/2008,25/08/2008,26/08/2008,11/09/2008,0.08,
358,CPF,31/03/2008,31/03/2008,01/04/2008,22/05/2008,0.09,
359,CBG,21/08/2025,21/08/2025,22/08/2025,05/09/2025,0.70,กำไรสุทธิและกำไรสะสม
360,CBG,06/03/2025,06/03/2025,07/03/2025,16/05/2025,0.70,กำไรสุทธิ
361,CBG,22/08/2024,22/08/2024,23/08/2024,06/09/2024,0.60,กำไรสุทธิและกำไรสะสม
362,CBG,29/02/2024,29/02/2024,01/03/2024,14/05/2024,0.50,กำไรสุทธิ
363,CBG,24/08/2023,24/08/2023,25/08/2023,08/09/2023,0.40,กำไรสุทธิและกำไรสะสม
364,CBG,02/03/2023,02/03/2023,03/03/2023,12/05/2023,0.75,กำไรสุทธิ
365,CBG,26/08/2022,26/08/2022,29/08/2022,09/09/2022,0.75,กำไรสุทธิและกำไรสะสม
366,CBG,04/03/2022,04/03/2022,07/03/2022,09/05/2022,1.00,กำไรสุทธิ
367,CBG,27/08/2021,27/08/2021,30/08/2021,10/09/2021,0.90,กำไรสุทธิและกำไรสะสม
368,CBG,05/03/2021,05/03/2021,08/03/2021,10/05/2021,1.50,กำไรสุทธิ
369,CBG,21/08/2020,21/08/2020,24/08/2020,03/09/2020,0.90,กำไรสุทธิและกำไรสะสม
370,CBG,06/03/2020,06/03/2020,09/03/2020,13/04/2020,1.20,กำไรสุทธิ
371,CBG,22/08/2019,22/08/2019,23/08/2019,05/09/2019,0.50,
372,CBG,06/03/2019,06/03/2019,07/03/2019,10/05/2019,0.60,
373,CBG,24/08/2018,24/08/2018,27/08/2018,07/09/2018,0.20,
374,CBG,07/03/2018,07/03/2018,08/03/2018,11/05/2018,0.50,
375,CBG,24/08/2017,24/08/2017,25/08/2017,08/09/2017,0.35,
376,CBG,07/03/2017,07/03/2017,08/03/2017,12/05/2017,0.60,
377,CBG,25/08/2016,25/08/2016,26/08/2016,09/09/2016,0.40,
378,CBG,08/03/2016,08/03/2016,09/03/2016,10/05/2016,0.54,
379,CBG,19/08/2015,19/08/2015,20/08/2015,04/09/2015,0.35,
380,CBG,07/05/2015,07/05/2015,08/05/2015,22/05/2015,0.60,
381,KTC,17/04/2025,17/04/2025,18/04/2025,02/05/2025,1.32,กำไรสุทธิ
382,KTC,17/04/2024,17/04/2024,18/04/2024,03/05/2024,1.27,กำไรสุทธิ
383,KTC,18/04/2023,18/04/2023,19/04/2023,03/05/2023,1.15,กำไรสุทธิ
384,KTC,18/04/2022,18/04/2022,19/04/2022,06/05/2022,1.00,กำไรสุทธิ
385,KTC,19/04/2021,19/04/2021,20/04/2021,07/05/2021,0.88,กำไรสุทธิ
386,KTC,16/04/2020,16/04/2020,17/04/2020,30/04/2020,0.88,กำไรสุทธิ
387,KTC,12/04/2019,12/04/2019,15/04/2019,30/04/2019,0.82,
388,KTC,26/04/2018,26/04/2018,27/04/2018,11/05/2018,5.30,
389,KTC,21/04/2017,21/04/2017,24/04/2017,16/05/2017,4.00,
390,KTC,19/02/2016,19/02/2016,22/02/2016,28/04/2016,3.25,
391,KTC,26/02/2015,26/02/2015,27/02/2015,14/05/2015,2.75,
392,KTC,03/03/2014,03/03/2014,04/03/2014,23/05/2014,2.00,
393,KTC,04/03/2013,04/03/2013,05/03/2013,12/05/2013,0.40,
394,KTC,21/03/2011,21/03/2011,22/03/2011,08/05/2011,0.45,
395,KTC,30/03/2009,30/03/2009,31/03/2009,29/05/2009,1.00,
396,KTC,26/03/2008,26/03/2008,27/03/2008,09/05/2008,1.20,
397,KTC,03/04/2007,03/04/2007,04/04/2007,26/05/2007,1.00,
398,KTC,03/04/2006,03/04/2006,04/04/2006,26/05/2006,1.50,
399,KTC,07/03/2003,07/03/2003,10/03/2003,24/04/2003,0.55,
400,MTC,28/04/2025,28/04/2025,29/04/2025,15/05/2025,0.25,กำไรสุทธิ
401,MTC,29/04/2024,29/04/2024,30/04/2024,16/05/2024,0.21,กำไรสุทธิ
402,MTC,27/04/2023,27/04/2023,28/04/2023,17/05/2023,0.95,กำไรสุทธิ
403,MTC,28/04/2022,28/04/2022,29/04/2022,17/05/2022,0.37,กำไรสุทธิ
404,MTC,29/04/2021,29/04/2021,30/04/2021,17/05/2021,0.37,กำไรสุทธิ
405,MTC,21/04/2020,21/04/2020,22/04/2020,07/05/2020,0.30,กำไรสุทธิ
406,MTC,29/04/2019,29/04/2019,30/04/2019,15/05/2019,0.26,
407,MTC,27/04/2018,27/04/2018,30/04/2018,14/05/2018,0.18,
408,MTC,26/04/2017,26/04/2017,27/04/2017,15/05/2017,0.10,
409,MTC,27/04/2016,27/04/2016,28/04/2016,13/05/2016,0.20,
410,MTC,27/04/2015,27/04/2015,28/04/2015,11/05/2015,0.13,
